,Grade_x,School Year_x,Date of Test,Pre or Post?,Main Language Used In Exam,EGRA Question 1: Reading Habit,EGRA Last Book Read,Reads With Others,"How Often, ReadsWithOthers",Student Gender,Date,Q1 Rating or Answer,Q2 Rating,Q3 Rating or Answer,Q4 Rating or Answer,Q5 Rating or Answer,Q6 Rating or Answer,Q7 Rating,Q8 Rating,Skill to Improve 1,Skill to Improve 2,Minutes Spent Observing,Minutes Spent Coaching,Total Score,Teacher Number: Gender,Teacher Number: School Years in Teacher Support Program,Teacher Present,Average Students Enrolled,School Year_y
530,3,2018-2019,10/16/18,Pre,English; Ewe,Yes,Yes,0,2,Male,2019-06-11 00:00:00,3,3,2,2,3,3,3,1,Lesson Objectives,"Patient, Caring and Kind Personality",15.0,15.0,20,Male,4,Present,24,2018-2019
531,3,2018-2019,10/16/18,Pre,English; Ewe,Yes,Yes,0,2,Male,2019-06-25 00:00:00,3,3,2,3,2,3,4,2,"Patient, Caring and Kind Personality",Lesson Plan Delivery,15.0,15.0,22,Male,4,Present,24,2018-2019
532,3,2018-2019,7/1/19,Post,English; Ewe,Yes,Yes,1,3,Male,2019-05-29 00:00:00,2,2,2,3,3,3,3,2,Lesson Objectives,Preparation,15.0,15.0,20,Male,4,Present,24,2018-2019
533,3,2018-2019,7/1/19,Post,English; Ewe,Yes,Yes,1,3,Male,2019-06-11 00:00:00,3,3,2,2,3,3,3,1,Lesson Objectives,"Patient, Caring and Kind Personality",15.0,15.0,20,Male,4,Present,24,2018-2019
534,3,2018-2019,7/1/19,Post,English; Ewe,Yes,Yes,1,3,Male,2019-06-25 00:00:00,3,3,2,3,2,3,4,2,"Patient, Caring and Kind Personality",Lesson Plan Delivery,15.0,15.0,22,Male,4,Present,24,2018-2019
535,3,2018-2019,10/16/18,Pre,Ewe,Yes,Yes,1,3,Male,2019-05-29 00:00:00,2,2,2,3,3,3,3,2,Lesson Objectives,Preparation,15.0,15.0,20,Male,4,Present,24,2018-2019
536,3,2018-2019,10/16/18,Pre,Ewe,Yes,Yes,1,3,Male,2019-06-11 00:00:00,3,3,2,2,3,3,3,1,Lesson Objectives,"Patient, Caring and Kind Personality",15.0,15.0,20,Male,4,Present,24,2018-2019
537,3,2018-2019,10/16/18,Pre,Ewe,Yes,Yes,1,3,Male,2019-06-25 00:00:00,3,3,2,3,2,3,4,2,"Patient, Caring and Kind Personality",Lesson Plan Delivery,15.0,15.0,22,Male,4,Present,24,2018-2019
538,3,2018-2019,7/1/19,Post,English; Ewe,Yes,Yes,1,3,Male,2019-05-29 00:00:00,2,2,2,3,3,3,3,2,Lesson Objectives,Preparation,15.0,15.0,20,Male,4,Present,24,2018-2019
539,3,2018-2019,7/1/19,Post,English; Ewe,Yes,Yes,1,3,Male,2019-06-11 00:00:00,3,3,2,2,3,3,3,1,Lesson Objectives,"Patient, Caring and Kind Personality",15.0,15.0,20,Male,4,Present,24,2018-2019
540,3,2018-2019,7/1/19,Post,English; Ewe,Yes,Yes,1,3,Male,2019-06-25 00:00:00,3,3,2,3,2,3,4,2,"Patient, Caring and Kind Personality",Lesson Plan Delivery,15.0,15.0,22,Male,4,Present,24,2018-2019
541,3,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,1,Male,2019-05-29 00:00:00,2,2,2,3,3,3,3,2,Lesson Objectives,Preparation,15.0,15.0,20,Male,4,Present,24,2018-2019
542,3,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,1,Male,2019-06-11 00:00:00,3,3,2,2,3,3,3,1,Lesson Objectives,"Patient, Caring and Kind Personality",15.0,15.0,20,Male,4,Present,24,2018-2019
543,3,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,1,Male,2019-06-25 00:00:00,3,3,2,3,2,3,4,2,"Patient, Caring and Kind Personality",Lesson Plan Delivery,15.0,15.0,22,Male,4,Present,24,2018-2019
544,3,2018-2019,7/1/19,Post,English; Ewe,Yes,Yes,0,2,Male,2019-05-29 00:00:00,2,2,2,3,3,3,3,2,Lesson Objectives,Preparation,15.0,15.0,20,Male,4,Present,24,2018-2019
545,3,2018-2019,7/1/19,Post,English; Ewe,Yes,Yes,0,2,Male,2019-06-11 00:00:00,3,3,2,2,3,3,3,1,Lesson Objectives,"Patient, Caring and Kind Personality",15.0,15.0,20,Male,4,Present,24,2018-2019
546,3,2018-2019,7/1/19,Post,English; Ewe,Yes,Yes,0,2,Male,2019-06-25 00:00:00,3,3,2,3,2,3,4,2,"Patient, Caring and Kind Personality",Lesson Plan Delivery,15.0,15.0,22,Male,4,Present,24,2018-2019
547,3,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,1,Male,2019-05-29 00:00:00,2,2,2,3,3,3,3,2,Lesson Objectives,Preparation,15.0,15.0,20,Male,4,Present,24,2018-2019
548,3,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,1,Male,2019-06-11 00:00:00,3,3,2,2,3,3,3,1,Lesson Objectives,"Patient, Caring and Kind Personality",15.0,15.0,20,Male,4,Present,24,2018-2019
549,3,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,1,Male,2019-06-25 00:00:00,3,3,2,3,2,3,4,2,"Patient, Caring and Kind Personality",Lesson Plan Delivery,15.0,15.0,22,Male,4,Present,24,2018-2019
550,3,2018-2019,7/1/19,Post,Ewe,Yes,Yes,1,1,Male,2019-05-29 00:00:00,2,2,2,3,3,3,3,2,Lesson Objectives,Preparation,15.0,15.0,20,Male,4,Present,24,2018-2019
551,3,2018-2019,7/1/19,Post,Ewe,Yes,Yes,1,1,Male,2019-06-11 00:00:00,3,3,2,2,3,3,3,1,Lesson Objectives,"Patient, Caring and Kind Personality",15.0,15.0,20,Male,4,Present,24,2018-2019
552,3,2018-2019,7/1/19,Post,Ewe,Yes,Yes,1,1,Male,2019-06-25 00:00:00,3,3,2,3,2,3,4,2,"Patient, Caring and Kind Personality",Lesson Plan Delivery,15.0,15.0,22,Male,4,Present,24,2018-2019
553,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,No,0,2,Female,2019-11-12 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
554,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,No,0,2,Female,2019-10-23 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
555,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,No,0,2,Female,2020-02-04 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
556,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,No,0,2,Female,2020-02-24 00:00:00,3,3,3,4,4,4,4,4,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,29,Male,4,Present,20,2019-2020
557,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,No,1,1,Female,2019-11-12 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
558,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,No,1,1,Female,2019-10-23 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
559,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,No,1,1,Female,2020-02-04 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
560,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,No,1,1,Female,2020-02-24 00:00:00,3,3,3,4,4,4,4,4,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,29,Male,4,Present,20,2019-2020
561,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-11-12 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
562,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-10-23 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
563,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2020-02-04 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
564,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2020-02-24 00:00:00,3,3,3,4,4,4,4,4,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,29,Male,4,Present,20,2019-2020
565,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Female,2019-11-12 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
566,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Female,2019-10-23 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
567,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Female,2020-02-04 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
568,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Female,2020-02-24 00:00:00,3,3,3,4,4,4,4,4,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,29,Male,4,Present,20,2019-2020
569,4,2019-2020,10/9/19,Pre,English; Ewe,No,No,0,2,Female,2019-11-12 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
570,4,2019-2020,10/9/19,Pre,English; Ewe,No,No,0,2,Female,2019-10-23 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
571,4,2019-2020,10/9/19,Pre,English; Ewe,No,No,0,2,Female,2020-02-04 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
572,4,2019-2020,10/9/19,Pre,English; Ewe,No,No,0,2,Female,2020-02-24 00:00:00,3,3,3,4,4,4,4,4,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,29,Male,4,Present,20,2019-2020
573,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Male,2019-11-12 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
574,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Male,2019-10-23 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
575,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Male,2020-02-04 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
576,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Male,2020-02-24 00:00:00,3,3,3,4,4,4,4,4,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,29,Male,4,Present,20,2019-2020
577,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Male,2019-11-12 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
578,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Male,2019-10-23 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
579,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Male,2020-02-04 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
580,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Male,2020-02-24 00:00:00,3,3,3,4,4,4,4,4,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,29,Male,4,Present,20,2019-2020
581,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2019-11-12 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
582,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2019-10-23 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
583,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2020-02-04 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,4,Present,20,2019-2020
584,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2020-02-24 00:00:00,3,3,3,4,4,4,4,4,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,29,Male,4,Present,20,2019-2020
585,3,2020-2021,11/24/21,Post,Ewe,Yes,Yes,1,3,Female,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
586,3,2020-2021,11/24/21,Post,Ewe,Yes,Yes,1,3,Female,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
587,3,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,1,2,Female,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
588,3,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,1,2,Female,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
589,3,2020-2021,11/24/21,Post,Ewe,Yes,Yes,1,3,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
590,3,2020-2021,11/24/21,Post,Ewe,Yes,Yes,1,3,Male,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
591,3,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,1,1,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
592,3,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,1,1,Male,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
593,3,2020-2021,11/24/21,Post,English; Ewe,Yes,Yes,0,0,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
594,3,2020-2021,11/24/21,Post,English; Ewe,Yes,Yes,0,0,Male,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
595,3,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,0,0,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
596,3,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,0,0,Male,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
597,3,2020-2021,11/24/21,Post,Ewe,No,No,0,0,Female,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
598,3,2020-2021,11/24/21,Post,Ewe,No,No,0,0,Female,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
599,3,2020-2021,5/10/21,Pre,Ewe,Yes,No,1,3,Female,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
600,3,2020-2021,5/10/21,Pre,Ewe,Yes,No,1,3,Female,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
601,3,2020-2021,11/24/21,Post,English; Ewe,Yes,Yes,1,3,Female,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
602,3,2020-2021,11/24/21,Post,English; Ewe,Yes,Yes,1,3,Female,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
603,3,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,1,3,Female,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
604,3,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,1,3,Female,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
605,3,2020-2021,11/24/21,Post,English; Ewe,Yes,Yes,1,1,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
606,3,2020-2021,11/24/21,Post,English; Ewe,Yes,Yes,1,1,Male,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
607,3,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,0,0,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
608,3,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,0,0,Male,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
609,3,2020-2021,11/24/21,Post,English; Ewe,Yes,Yes,1,1,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
610,3,2020-2021,11/24/21,Post,English; Ewe,Yes,Yes,1,1,Male,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
611,3,2020-2021,5/10/21,Pre,Ewe,Yes,Yes,1,3,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Preparation,15.0,9.0,16,Female,2,Present,13,2020-2021
612,3,2020-2021,5/10/21,Pre,Ewe,Yes,Yes,1,3,Male,2021-07-08 00:00:00,2,2,2,2,2,2,2,2,Classroom Leadership/Managing Student Behavior,Lesson Plan Delivery,14.0,5.0,16,Female,2,Present,13,2020-2021
613,4,2019-2020,10/7/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-10-08 00:00:00,3,3,3,3,2,4,3,3,Communication of Content,Communication of Content,20.0,10.0,24,Male,2,Present,12,2019-2020
614,4,2019-2020,10/7/19,Pre,English,Yes,Yes,1,1,Male,2019-10-08 00:00:00,3,3,3,3,2,4,3,3,Communication of Content,Communication of Content,20.0,10.0,24,Male,2,Present,12,2019-2020
615,4,2019-2020,10/7/19,Pre,English; Ewe,Yes,Yes,0,2,Male,2019-10-08 00:00:00,3,3,3,3,2,4,3,3,Communication of Content,Communication of Content,20.0,10.0,24,Male,2,Present,12,2019-2020
616,4,2019-2020,10/7/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2019-10-08 00:00:00,3,3,3,3,2,4,3,3,Communication of Content,Communication of Content,20.0,10.0,24,Male,2,Present,12,2019-2020
617,4,2019-2020,10/7/19,Pre,English,Yes,Yes,1,3,Female,2019-10-08 00:00:00,3,3,3,3,2,4,3,3,Communication of Content,Communication of Content,20.0,10.0,24,Male,2,Present,12,2019-2020
618,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-10-08 00:00:00,3,3,3,3,2,4,3,3,Communication of Content,Communication of Content,20.0,10.0,24,Male,2,Present,12,2019-2020
619,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,0,2,Female,2019-10-08 00:00:00,3,3,3,3,2,4,3,3,Communication of Content,Communication of Content,20.0,10.0,24,Male,2,Present,12,2019-2020
620,5,2020-2021,11/24/21,Post,English,Yes,Yes,0,0,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Lesson Plan Delivery,Preparation,18.0,10.0,16,Male,1,Present,11,2020-2021
621,5,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,0,0,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Lesson Plan Delivery,Preparation,18.0,10.0,16,Male,1,Present,11,2020-2021
622,5,2020-2021,11/24/21,Post,English,No,No,0,0,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Lesson Plan Delivery,Preparation,18.0,10.0,16,Male,1,Present,11,2020-2021
623,5,2020-2021,5/10/21,Pre,English,Yes,Yes,1,3,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Lesson Plan Delivery,Preparation,18.0,10.0,16,Male,1,Present,11,2020-2021
624,5,2020-2021,11/24/21,Post,Ewe,Yes,Yes,1,3,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Lesson Plan Delivery,Preparation,18.0,10.0,16,Male,1,Present,11,2020-2021
625,5,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,1,3,Male,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Lesson Plan Delivery,Preparation,18.0,10.0,16,Male,1,Present,11,2020-2021
626,5,2020-2021,11/24/21,Post,English,Yes,Yes,1,2,Female,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Lesson Plan Delivery,Preparation,18.0,10.0,16,Male,1,Present,11,2020-2021
627,5,2020-2021,5/10/21,Pre,English,Yes,Yes,1,2,Female,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Lesson Plan Delivery,Preparation,18.0,10.0,16,Male,1,Present,11,2020-2021
628,5,2020-2021,11/24/21,Post,English,Yes,Yes,1,4,Female,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Lesson Plan Delivery,Preparation,18.0,10.0,16,Male,1,Present,11,2020-2021
629,5,2020-2021,5/10/21,Pre,English,No,Yes,1,3,Female,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Lesson Plan Delivery,Preparation,18.0,10.0,16,Male,1,Present,11,2020-2021
630,5,2020-2021,11/24/21,Post,English,Yes,Yes,1,1,Female,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Lesson Plan Delivery,Preparation,18.0,10.0,16,Male,1,Present,11,2020-2021
631,5,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,1,3,Female,2021-11-02 00:00:00,2,2,2,2,2,2,2,2,Lesson Plan Delivery,Preparation,18.0,10.0,16,Male,1,Present,11,2020-2021
632,2,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,0,2,Female,2020-01-29 00:00:00,3,2,3,3,2,2,3,2,Preparation,"Patient, Caring and Kind Personality",30.0,5.0,20,Male,3,Present,12,2019-2020
633,2,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,0,2,Female,2020-02-12 00:00:00,0,0,0,0,0,0,0,0,None,None,19.35,8.18875,0,Male,3,Not Present,12,2019-2020
634,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2020-01-29 00:00:00,3,2,3,3,2,2,3,2,Preparation,"Patient, Caring and Kind Personality",30.0,5.0,20,Male,3,Present,12,2019-2020
635,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2020-02-12 00:00:00,0,0,0,0,0,0,0,0,None,None,19.35,8.18875,0,Male,3,Not Present,12,2019-2020
636,2,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,2,Male,2020-01-29 00:00:00,3,2,3,3,2,2,3,2,Preparation,"Patient, Caring and Kind Personality",30.0,5.0,20,Male,3,Present,12,2019-2020
637,2,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,2,Male,2020-02-12 00:00:00,0,0,0,0,0,0,0,0,None,None,19.35,8.18875,0,Male,3,Not Present,12,2019-2020
638,2,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2020-02-03 00:00:00,0,0,0,0,0,0,0,0,None,None,19.35,8.18875,0,Female,3,Not Present,29,2019-2020
639,2,2019-2020,10/16/19,Pre,English; Ewe,Yes,No,1,1,Male,2020-02-03 00:00:00,0,0,0,0,0,0,0,0,None,None,19.35,8.18875,0,Female,3,Not Present,29,2019-2020
640,2,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,0,2,Male,2020-02-03 00:00:00,0,0,0,0,0,0,0,0,None,None,19.35,8.18875,0,Female,3,Not Present,29,2019-2020
641,2,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,3,Male,2020-02-03 00:00:00,0,0,0,0,0,0,0,0,None,None,19.35,8.18875,0,Female,3,Not Present,29,2019-2020
642,2,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,3,Male,2020-02-03 00:00:00,0,0,0,0,0,0,0,0,None,None,19.35,8.18875,0,Female,3,Not Present,29,2019-2020
643,2,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Female,2020-02-03 00:00:00,0,0,0,0,0,0,0,0,None,None,19.35,8.18875,0,Female,3,Not Present,29,2019-2020
644,2,2019-2020,10/10/19,Pre,Ewe,Yes,Yes,1,1,Female,2020-02-03 00:00:00,0,0,0,0,0,0,0,0,None,None,19.35,8.18875,0,Female,3,Not Present,29,2019-2020
645,2,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2020-02-03 00:00:00,0,0,0,0,0,0,0,0,None,None,19.35,8.18875,0,Female,3,Not Present,29,2019-2020
646,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2020-02-03 00:00:00,0,0,0,0,0,0,0,0,None,None,19.35,8.18875,0,Female,3,Not Present,29,2019-2020
647,2,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2020-02-03 00:00:00,0,0,0,0,0,0,0,0,None,None,19.35,8.18875,0,Female,3,Not Present,29,2019-2020
